0.	0.	0.	0.	0.
1.	(0.007484917637654635*(1.1321127925004355*^-20*mTv^2 + 5.668848789208276*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.00012615917159179932*(1.1321127925004354*^-18*mTv^2 + 5.668848789208276*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.3077600392046746*^-7*(1.1321127925004353*^-16*mTv^2 + 5.668848789208276*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.3100128881301469*^-10*(1.1321127925004355*^-14*mTv^2 + 5.668848789208276*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
2.	(0.0009358226215818855*(1.05818829259921*^-20*mTv^2 + 5.6444911312840045*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0004759500260490563*(1.0581882925992098*^-18*mTv^2 + 5.644491131284005*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.117680281137174*^-7*(1.0581882925992098*^-16*mTv^2 + 5.644491131284004*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.135361124899692*^-10*(1.05818829259921*^-14*mTv^2 + 5.6444911312840044*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
3.	(0.00005084435770544628*(9.865878803333864*^-21*mTv^2 + 5.621455935615107*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0010093462149524497*(9.865878803333863*^-19*mTv^2 + 5.621455935615107*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.1265113598811819*^-6*(9.865878803333862*^-17*mTv^2 + 5.621455935615107*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.1323653038192658*^-9*(9.865878803333864*^-15*mTv^2 + 5.621455935615107*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
4.	(1.8678648340216136*^-6*(9.173627181468838*^-21*mTv^2 + 5.599556729907603*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0016902041422932777*(9.173627181468837*^-19*mTv^2 + 5.599556729907603*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.9592407053119914*^-6*(9.173627181468837*^-17*mTv^2 + 5.599556729907603*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.9728528798094042*^-9*(9.173627181468839*^-15*mTv^2 + 5.599556729907603*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
5.	(5.416522148954133*^-8*(8.505629832107727*^-21*mTv^2 + 5.57861609004774*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0024860892808195685*(8.505629832107725*^-19*mTv^2 + 5.57861609004774*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(2.9948662788525024*^-6*(8.505629832107725*^-17*mTv^2 + 5.57861609004774*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(3.0209465022467844*^-9*(8.505629832107727*^-15*mTv^2 + 5.57861609004774*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
6.	(1.3362097975075142*^-9*(7.862378159148516*^-21*mTv^2 + 5.5584654076839886*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.003368083411200263*(7.862378159148515*^-19*mTv^2 + 5.558465407683988*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(4.2189505939507974*^-6*(7.862378159148515*^-17*mTv^2 + 5.558465407683988*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(4.263158495815254*^-9*(7.862378159148516*^-15*mTv^2 + 5.5584654076839885*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
7.	(2.926441600082258*^-11*(7.244352702243866*^-21*mTv^2 + 5.538944661200111*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.00431057899202982*(7.244352702243865*^-19*mTv^2 + 5.538944661200111*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.617685936983977*^-6*(7.244352702243865*^-17*mTv^2 + 5.5389446612001114*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.686547409335862*^-9*(7.244352702243866*^-15*mTv^2 + 5.538944661200111*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
8.	(5.847638412205183*^-13*(6.652022658798881*^-21*mTv^2 + 5.519902190053239*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.005291065843491964*(6.65202265879888*^-19*mTv^2 + 5.519902190053239*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(7.177872507049923*^-6*(6.65202265879888*^-17*mTv^2 + 5.519902190053239*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(7.278700106028009*^-9*(6.652022658798881*^-15*mTv^2 + 5.519902190053239*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
9.	(1.078400341279921*^-14*(6.085845424178924*^-21*mTv^2 + 5.501194472451027*^-18*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.006289914434512282*(6.0858454241789235*^-19*mTv^2 + 5.501194472451027*^-16*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(8.886897204573708*^-6*(6.085845424178924*^-17*mTv^2 + 5.501194472451027*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(9.027714369028505*^-9*(6.085845424178924*^-15*mTv^2 + 5.501194472451027*^-12*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
