0.	0.	0.	0.	0.
1.	3.153879697301599e-10	5.315901512530763e-10	5.510438506150839e-11	5.519931215130548e-12
2.	1.842870829156436e-11	9.372656729107536e-10	1.0078003550624323e-10	1.0112821592476889e-11
3.	6.223370926085248e-13	1.2354440437382908e-9	1.3788546775640244e-10	1.3860199297476117e-11
4.	1.594391390521662e-14	1.4427419391446546e-9	1.6723889521402492e-10	1.684008172883447e-11
5.	3.429457277372294e-16	1.5740611303417601e-9	1.8961919978026422e-10	1.9127046251778082e-11
6.	6.516970117289955e-18	1.6426835803985112e-9	2.0576690126346296e-10	2.079230115983532e-11
7.	1.1272229128054532e-19	1.6603725859888232e-9	2.163851246830047e-10	2.190375688473571e-11
8.	1.809725237737008e-21	1.6374773398283228e-9	2.2214056536317631e-10	2.2526097462360896e-11
9.	2.7141061204913383e-23	1.5830387482829397e-9	2.236644516125022e-10	2.2720852252278575e-11
10.	0.	1.5048947383804548e-9	2.2155350469815849e-10	2.2546467899144584e-11
11.	0.	1.4097836348259771e-9	2.163708957511474e-10	2.2058380516087963e-11
12.	0.	1.303444486414701e-9	2.0864719917497986e-10	2.1309088063023323e-11
13.	0.	1.1907134777273669e-9	1.9888134207779114e-10	2.0348222886588644e-11
14.	0.	1.0756157809774076e-9	1.875415492042781e-10	1.9222624383018346e-11
14.999999999999998	0.	9.614523886959249e-10	1.7506628280882256e-10	1.7976411740663642e-11
16.	0.	8.508816245178277e-10	1.6186517688390955e-10	1.6651056715005058e-11
17.	0.	7.459951602128908e-10	1.483199651377978e-10	1.5285456385807827e-11
18.	0.	6.483884754791077e-10	1.3478540210168645e-10	1.3916005843493717e-11
18.999999999999996	0.	5.59225785748587e-10	1.2159017673876564e-10	1.2576670749793991e-11
20.	0.	4.792995349167777e-10	1.0903781792496086e-10	1.1299059716257728e-11
21.	0.	4.090846067906134e-10	9.740759117336491e-11	1.0112496443173376e-11
22.	0.	3.4878745320837366e-10	8.695538598079768e-11	9.044091560876895e-12
23.	0.	2.983903700353463e-10	7.791459318518996e-11	8.118814115226922e-12
24.	0.	2.576911762008124e-10	7.049697173612142e-11	7.359562639189768e-12
24.999999999999996	0.	2.2633856704252253e-10	6.489350429745918e-11	6.7872357529590484e-12
26.	0.	2.0386342272483568e-10	6.127524112026897e-11	6.420802235804349e-12
27.	0.	1.8970635650335693e-10	5.97941316456662e-11	6.277370513869998e-12
28.	0.	1.8324178709187005e-10	6.058384332071712e-11	6.3722575094002226e-12
29.	0.	1.8379881519245202e-10	6.37605671355981e-11	6.7190567983244895e-12
29.999999999999996	0.	1.906791771116545e-10	6.942380941670323e-11	7.329706024772003e-12
31.	0.	2.0317253893993286e-10	7.765716943799732e-11	8.214553522873607e-12
32.	0.	2.2056938356484267e-10	8.852910244142799e-11	9.382424098132862e-12
32.99999999999999	0.	2.4217173028867115e-10	1.0209366768640043e-10	1.084068392268388e-11
34.	0.	2.6730191342594235e-10	1.183912611780179e-10	1.2595304500886152e-11
35.	0.	2.953096323013415e-10	1.3744933275378242e-10	1.4650925663915422e-11
36.	0.	3.255774708352982e-10	1.5928308723861955e-10	1.7010917554283974e-11
37.	0.	3.5752507062576075e-10	1.8389616940823582e-10	1.967744156354304e-11
37.99999999999999	0.	3.9061212730174293e-10	2.112813325308565e-10	2.265151018877725e-11
39.	0.	4.243403660913291e-10	2.4142109028715945e-10	2.5933045775879037e-11
40.	0.	4.582546391365823e-10	2.742883518976359e-10	2.95209381199811e-11
41.	0.	4.919432741951827e-10	3.098470403155825e-10	3.341310089581861e-11
42.	0.	5.250377920648969e-10	3.4805269337230316e-10	3.7606526893173306e-11
42.99999999999999	0.	5.572120984033693e-10	3.888530477889339e-10	4.2097342034923584e-11
44.	0.	5.881812446259973e-10	4.32188605996361e-10	4.688085815756483e-11
44.99999999999999	0.	6.176998422682969e-10	4.779931857310714e-10	5.1951624536379096e-11
46.	0.	6.455602056035417e-10	5.261944524003196e-10	5.730347813970911e-11
47.	0.	6.715902884088201e-10	5.767144342346794e-10	6.292959259902331e-11
48.	0.	6.956514725622112e-10	6.294700202698932e-10	6.88225258836477e-11
49.	0.	7.176362586131233e-10	6.843734412228014e-10	7.49742666711696e-11
49.99999999999999	0.	7.374659015743434e-10	7.413327333481471e-10	8.137627940660317e-11
51.	0.	7.550880289115186e-10	8.002521853840098e-10	8.80195480454189e-11
52.	0.	7.704742720240773e-10	8.61032768713709e-10	9.489461847750372e-11
53.	0.	7.836179373894217e-10	9.235725508910489e-10	1.0199163963100746e-10
54.	0.	7.945317389468261e-10	9.877670926938612e-10	1.0930040325686124e-10
54.99999999999999	0.	8.032456091950946e-10	1.053509828887882e-9	1.1681038239651082e-10
56.	0.	8.098046028351896e-10	1.1206924328991149e-9	1.2451076853710142e-10
56.99999999999999	0.	8.142669035721053e-10	1.1892051656079334e-9	1.3239050745996814e-10
58.	0.	8.167019418665279e-10	1.2589372084923634e-9	1.4043833378983803e-10
59.	0.	8.171886289643942e-10	1.3297769813611291e-9	1.4864280425362583e-10
59.99999999999999	0.	8.158137104004708e-10	1.401612444929338e-9	1.569923296591168e-10
61.	0.	8.126702403413272e-10	1.4743313885009736e-9	1.6547520560516115e-10
62.	0.	8.078561765750853e-10	1.5478217030327596e-9	1.7407964193627472e-10
63.	0.	8.0147309464424e-10	1.6219716398634893e-9	1.827937909557317e-10
64.	0.	7.936250185279e-10	1.6966700554015272e-9	1.9160577441236264e-10
65.	0.	7.844173643884945e-10	1.7718066420709714e-9	2.0050370927732463e-10
65.99999999999999	0.	7.739559931828163e-10	1.8472721458239508e-9	2.094757323281032e-10
67.	0.	7.623463673785291e-10	1.9229585705326263e-9	2.1851002355791957e-10
68.	0.	7.496928065961334e-10	1.9987593695798883e-9	2.2759482842958145e-10
69.	0.	7.360978366955899e-10	2.074569624972331e-9	2.3671847899359834e-10
70.	0.	7.216616266309442e-10	2.150286214302962e-9	2.4586941389111567e-10
70.99999999999999	0.	7.064815072907122e-10	2.2258079658943246e-9	2.55036197262888e-10
72.	0.	6.906515665137119e-10	2.3010358024551846e-9	2.6420753658611556e-10
73.	0.	6.742623145074753e-10	2.37587287358583e-9	2.7337229946152053e-10
74.	0.	6.574004139891156e-10	2.4502246774682516e-9	2.8251952937353006e-10
75.	0.	6.401484695063474e-10	2.523999172078119e-9	2.916384604468653e-10
75.99999999999999	0.	6.225848705718104e-10	2.5971068762555727e-9	3.0071853122322734e-10
77.	0.	6.047836834481817e-10	2.6694609609713703e-9	3.0974939748209515e-10
78.	0.	5.868145866492697e-10	2.7409773311239475e-9	3.1872094412993393e-10
79.	0.	5.687428454666045e-10	2.8115746982015475e-9	3.2762329618235646e-10
80.	0.	5.506293210873898e-10	2.8811746441415757e-9	3.3644682886394705e-10
80.99999999999999	0.	5.325305101335067e-10	2.9497016767170164e-9	3.451821768506243e-10
82.	0.	5.144986107184913e-10	3.0170832767770345e-9	3.5382024267950436e-10
83.	0.	4.96581611387178e-10	3.0832499376656068e-9	3.6235220435129037e-10
84.	0.	4.788233995679359e-10	3.1481351971386697e-9	3.707695221502419e-10
84.99999999999999	0.	4.6126388642796743e-10	3.2116756620962704e-9	3.790639447067493e-10
85.99999999999999	0.	4.4393914527591275e-10	3.273811026442157e-9	3.872275143274969e-10
87.	0.	4.2688156090182803e-10	3.3344840823787227e-9	3.9525257161811187e-10
88.	0.	4.1011998748074905e-10	3.3936407254405023e-9	4.031317594230708e-10
89.	0.	3.936799128919563e-10	3.4512299535644775e-9	4.10858026107502e-10
89.99999999999999	0.	3.775836275210065e-10	3.5072038604901656e-9	4.1842462820532815e-10
90.99999999999999	0.	3.6185039581478764e-10	3.5615176237771516e-9	4.2582513245800786e-10
92.	0.	3.4649662905136045e-10	3.6141294877220383e-9	4.3305341726788996e-10
93.	0.	3.315360579659472e-10	3.6650007414510597e-9	4.401036735899521e-10
94.	0.	3.169799040419709e-10	3.714095692458677e-9	4.4697040528541686e-10
94.99999999999999	0.	3.0283704843172377e-10	3.761381635856412e-9	4.5364842896043706e-10
96.	0.	2.891141976156302e-10	3.806828819589973e-9	4.601328733127327e-10
97.	0.	2.7581604504159115e-10	3.850410405876504e-9	4.664191780087255e-10
98.	0.	2.6294542810815374e-10	3.892102429107391e-9	4.725030921133619e-10
99.	0.	2.505034799664537e-10	3.931883750455608e-9	4.783806720944568e-10
99.99999999999999	0.	2.3848977571719656e-10	3.969736009420132e-9	4.840482794230026e-10
101.	0.	2.269024726709095e-10	4.005643572533388e-9	4.895025777904945e-10
102.	0.	2.1573844442204978e-10	4.0395934794511614e-9	4.947405299639285e-10
103.	0.	2.049934085620557e-10	4.07157538663774e-9	4.997593942986941e-10
104.	0.	1.946620479221843e-10	4.1015815088525935e-9	5.045567209291763e-10
104.99999999999999	0.	1.847381252957427e-10	4.129606558638141e-9	5.091303476564347e-10
106.	0.	1.7521459164085516e-10	4.1556476840017755e-9	5.13478395551898e-10
107.	0.	1.6608368780991495e-10	4.179704404478547e-9	5.175992642955493e-10
108.	0.	1.5733703989096857e-10	4.201778545754609e-9	5.21491627266641e-10
109.	0.	1.4896574827984764e-10	4.221874173024883e-9	5.251544264045125e-10
109.99999999999999	0.	1.4096047063025339e-10	4.2399975232520655e-9	5.285868668566197e-10
111.	0.	1.33311498852917e-10	4.256156936487731e-9	5.3178841143043e-10
112.	0.	1.2600883035442528e-10	4.2703627864099405e-9	5.347587748653677e-10
113.	0.	1.1904223372228723e-10	4.282627410225573e-9	5.374979179405183e-10
113.99999999999999	0.	1.1240130907501348e-10	4.292965038079473e-9	5.400060414333545e-10
114.99999999999999	0.	1.0607554330526473e-10	4.301391722106356e-9	5.422835799442566e-10
116.	0.	1.0005436045072931e-10	4.307925265255533e-9	5.443311956011456e-10
117.	0.	9.432716743125599e-11	4.312585150012594e-9	5.46149771658085e-10
118.	0.	8.888339539276624e-11	4.3153924671363875e-9	5.47740406001239e-10
